instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,wind_category,waktu_hari
13530,2012-07-22,Fall,1,7,22,0,0,Weekend/Holiday,1,0.7,0.6667,0.74,0.194,55,136,191,Sedang,Malam/Dini Hari
13531,2012-07-22,Fall,1,7,23,0,0,Weekend/Holiday,1,0.68,0.6364,0.79,0.1642,33,90,123,Sedang,Malam/Dini Hari
13532,2012-07-23,Fall,1,7,0,0,1,Working Day,1,0.66,0.5909,0.89,0.0896,11,36,47,Rendah,Malam/Dini Hari
13533,2012-07-23,Fall,1,7,1,0,1,Working Day,1,0.66,0.5909,0.89,0.194,7,20,27,Sedang,Malam/Dini Hari
13534,2012-07-23,Fall,1,7,2,0,1,Working Day,2,0.66,0.5909,0.94,0.0896,3,14,17,Rendah,Malam/Dini Hari
13535,2012-07-23,Fall,1,7,3,0,1,Working Day,2,0.66,0.5909,0.94,0.0896,0,2,2,Rendah,Malam/Dini Hari
13536,2012-07-23,Fall,1,7,4,0,1,Working Day,2,0.66,0.5909,0.94,0.1343,0,8,8,Sedang,Malam/Dini Hari
13537,2012-07-23,Fall,1,7,5,0,1,Working Day,2,0.66,0.5909,0.94,0.1343,3,48,51,Sedang,Pagi (Berangkat)
13538,2012-07-23,Fall,1,7,6,0,1,Working Day,2,0.68,0.6364,0.89,0.0896,9,148,157,Rendah,Pagi (Berangkat)
13539,2012-07-23,Fall,1,7,7,0,1,Working Day,1,0.7,0.6667,0.84,0.1343,17,404,421,Sedang,Pagi (Berangkat)
13540,2012-07-23,Fall,1,7,8,0,1,Working Day,1,0.72,0.697,0.79,0.1045,47,691,738,Sedang,Pagi (Berangkat)
13541,2012-07-23,Fall,1,7,9,0,1,Working Day,2,0.74,0.7121,0.74,0.1343,57,288,345,Sedang,Pagi (Berangkat)
13542,2012-07-23,Fall,1,7,10,0,1,Working Day,2,0.78,0.7424,0.62,0.0,63,137,200,,Siang (Rekreasi)
13543,2012-07-23,Fall,1,7,11,0,1,Working Day,2,0.8,0.7424,0.52,0.1642,69,129,198,Sedang,Siang (Rekreasi)
13544,2012-07-23,Fall,1,7,12,0,1,Working Day,2,0.8,0.7424,0.52,0.1642,109,205,314,Sedang,Siang (Rekreasi)
13545,2012-07-23,Fall,1,7,13,0,1,Working Day,2,0.8,0.7424,0.52,0.1045,64,176,240,Sedang,Siang (Rekreasi)
13546,2012-07-23,Fall,1,7,14,0,1,Working Day,2,0.78,0.7424,0.59,0.1642,82,189,271,Sedang,Siang (Rekreasi)
13547,2012-07-23,Fall,1,7,15,0,1,Working Day,1,0.8,0.7576,0.55,0.194,76,205,281,Sedang,Siang (Rekreasi)
13548,2012-07-23,Fall,1,7,16,0,1,Working Day,1,0.82,0.7727,0.52,0.1343,111,346,457,Sedang,Sore (Pulang)
13549,2012-07-23,Fall,1,7,17,0,1,Working Day,1,0.82,0.7727,0.52,0.1343,87,760,847,Sedang,Sore (Pulang)
13550,2012-07-23,Fall,1,7,18,0,1,Working Day,1,0.82,0.7576,0.46,0.1045,69,672,741,Sedang,Sore (Pulang)
13551,2012-07-23,Fall,1,7,19,0,1,Working Day,1,0.8,0.7424,0.52,0.2537,94,488,582,Sedang,Sore (Pulang)
13552,2012-07-23,Fall,1,7,20,0,1,Working Day,1,0.76,0.7121,0.62,0.1642,56,347,403,Sedang,Malam/Dini Hari
13553,2012-07-23,Fall,1,7,21,0,1,Working Day,1,0.76,0.7121,0.62,0.194,45,251,296,Sedang,Malam/Dini Hari
13554,2012-07-23,Fall,1,7,22,0,1,Working Day,1,0.74,0.6818,0.62,0.194,40,169,209,Sedang,Malam/Dini Hari
13555,2012-07-23,Fall,1,7,23,0,1,Working Day,1,0.72,0.6818,0.66,0.1642,16,98,114,Sedang,Malam/Dini Hari
13556,2012-07-24,Fall,1,7,0,0,2,Working Day,1,0.7,0.6667,0.74,0.1343,12,52,64,Sedang,Malam/Dini Hari
13557,2012-07-24,Fall,1,7,1,0,2,Working Day,1,0.68,0.6364,0.79,0.1642,7,10,17,Sedang,Malam/Dini Hari
13558,2012-07-24,Fall,1,7,2,0,2,Working Day,1,0.66,0.6061,0.83,0.1642,6,10,16,Sedang,Malam/Dini Hari
13559,2012-07-24,Fall,1,7,3,0,2,Working Day,1,0.66,0.6061,0.83,0.1642,1,5,6,Sedang,Malam/Dini Hari
13560,2012-07-24,Fall,1,7,4,0,2,Working Day,1,0.66,0.6061,0.83,0.0896,0,6,6,Rendah,Malam/Dini Hari
13561,2012-07-24,Fall,1,7,5,0,2,Working Day,1,0.66,0.6061,0.83,0.1045,5,45,50,Sedang,Pagi (Berangkat)
13562,2012-07-24,Fall,1,7,6,0,2,Working Day,1,0.66,0.6061,0.83,0.1343,17,173,190,Sedang,Pagi (Berangkat)
13563,2012-07-24,Fall,1,7,7,0,2,Working Day,1,0.7,0.6667,0.74,0.1642,24,492,516,Sedang,Pagi (Berangkat)
13564,2012-07-24,Fall,1,7,8,0,2,Working Day,1,0.74,0.697,0.7,0.194,49,694,743,Sedang,Pagi (Berangkat)
13565,2012-07-24,Fall,1,7,9,0,2,Working Day,1,0.84,0.803,0.53,0.0,40,299,339,,Pagi (Berangkat)
13566,2012-07-24,Fall,1,7,10,0,2,Working Day,1,0.82,0.7879,0.56,0.2985,62,156,218,Sedang,Siang (Rekreasi)
13567,2012-07-24,Fall,1,7,11,0,2,Working Day,2,0.84,0.803,0.53,0.3284,45,156,201,Tinggi,Siang (Rekreasi)
13568,2012-07-24,Fall,1,7,12,0,2,Working Day,2,0.82,0.7879,0.56,0.2239,60,169,229,Sedang,Siang (Rekreasi)
13569,2012-07-24,Fall,1,7,13,0,2,Working Day,2,0.84,0.803,0.53,0.2985,73,200,273,Sedang,Siang (Rekreasi)
13570,2012-07-24,Fall,1,7,14,0,2,Working Day,2,0.84,0.803,0.53,0.2239,48,196,244,Sedang,Siang (Rekreasi)
13571,2012-07-24,Fall,1,7,15,0,2,Working Day,1,0.82,0.7727,0.49,0.2985,73,212,285,Sedang,Siang (Rekreasi)
13572,2012-07-24,Fall,1,7,16,0,2,Working Day,1,0.8,0.7576,0.55,0.2985,86,369,455,Sedang,Sore (Pulang)
13573,2012-07-24,Fall,1,7,17,0,2,Working Day,1,0.8,0.7424,0.52,0.3284,94,775,869,Tinggi,Sore (Pulang)
13574,2012-07-24,Fall,1,7,18,0,2,Working Day,1,0.76,0.7121,0.62,0.3284,110,767,877,Tinggi,Sore (Pulang)
13575,2012-07-24,Fall,1,7,19,0,2,Working Day,1,0.76,0.7121,0.62,0.1642,109,523,632,Sedang,Sore (Pulang)
13576,2012-07-24,Fall,1,7,20,0,2,Working Day,1,0.74,0.697,0.66,0.1642,85,438,523,Sedang,Malam/Dini Hari
13577,2012-07-24,Fall,1,7,21,0,2,Working Day,1,0.74,0.697,0.66,0.2239,53,325,378,Sedang,Malam/Dini Hari
13578,2012-07-24,Fall,1,7,22,0,2,Working Day,1,0.74,0.697,0.66,0.2537,43,226,269,Sedang,Malam/Dini Hari
13579,2012-07-24,Fall,1,7,23,0,2,Working Day,1,0.74,0.6818,0.58,0.3284,38,154,192,Tinggi,Malam/Dini Hari
13580,2012-07-25,Fall,1,7,0,0,3,Working Day,1,0.72,0.6667,0.58,0.2985,9,57,66,Sedang,Malam/Dini Hari
13581,2012-07-25,Fall,1,7,1,0,3,Working Day,1,0.7,0.6515,0.58,0.194,2,26,28,Sedang,Malam/Dini Hari
13582,2012-07-25,Fall,1,7,2,0,3,Working Day,1,0.68,0.6364,0.61,0.2239,1,11,12,Sedang,Malam/Dini Hari
13583,2012-07-25,Fall,1,7,3,0,3,Working Day,1,0.66,0.6212,0.65,0.2239,1,11,12,Sedang,Malam/Dini Hari
13584,2012-07-25,Fall,1,7,4,0,3,Working Day,1,0.64,0.6061,0.65,0.2239,0,4,4,Sedang,Malam/Dini Hari
13585,2012-07-25,Fall,1,7,5,0,3,Working Day,1,0.64,0.6061,0.65,0.1642,5,54,59,Sedang,Pagi (Berangkat)
13586,2012-07-25,Fall,1,7,6,0,3,Working Day,1,0.64,0.6061,0.65,0.194,11,179,190,Sedang,Pagi (Berangkat)
13587,2012-07-25,Fall,1,7,7,0,3,Working Day,1,0.66,0.6212,0.5,0.3284,34,473,507,Tinggi,Pagi (Berangkat)
13588,2012-07-25,Fall,1,7,8,0,3,Working Day,1,0.7,0.6364,0.42,0.2537,43,745,788,Sedang,Pagi (Berangkat)
13589,2012-07-25,Fall,1,7,9,0,3,Working Day,1,0.72,0.6515,0.37,0.2985,65,277,342,Sedang,Pagi (Berangkat)
13590,2012-07-25,Fall,1,7,10,0,3,Working Day,1,0.74,0.6515,0.37,0.0,68,163,231,,Siang (Rekreasi)
13591,2012-07-25,Fall,1,7,11,0,3,Working Day,1,0.76,0.6667,0.33,0.0,79,202,281,,Siang (Rekreasi)
13592,2012-07-25,Fall,1,7,12,0,3,Working Day,1,0.76,0.6667,0.33,0.0,77,233,310,,Siang (Rekreasi)
13593,2012-07-25,Fall,1,7,13,0,3,Working Day,1,0.78,0.6818,0.31,0.1642,81,231,312,Sedang,Siang (Rekreasi)
13594,2012-07-25,Fall,1,7,14,0,3,Working Day,1,0.8,0.697,0.29,0.1343,88,159,247,Sedang,Siang (Rekreasi)
13595,2012-07-25,Fall,1,7,15,0,3,Working Day,1,0.78,0.6818,0.31,0.0896,94,223,317,Rendah,Siang (Rekreasi)
13596,2012-07-25,Fall,1,7,16,0,3,Working Day,1,0.8,0.697,0.29,0.1642,91,393,484,Sedang,Sore (Pulang)
13597,2012-07-25,Fall,1,7,17,0,3,Working Day,1,0.8,0.697,0.31,0.0,130,783,913,,Sore (Pulang)
13598,2012-07-25,Fall,1,7,18,0,3,Working Day,1,0.8,0.697,0.27,0.1343,104,787,891,Sedang,Sore (Pulang)
13599,2012-07-25,Fall,1,7,19,0,3,Working Day,1,0.76,0.6667,0.33,0.1343,116,582,698,Sedang,Sore (Pulang)
13600,2012-07-25,Fall,1,7,20,0,3,Working Day,1,0.74,0.6515,0.4,0.1642,106,461,567,Sedang,Malam/Dini Hari
13601,2012-07-25,Fall,1,7,21,0,3,Working Day,1,0.72,0.6515,0.45,0.1343,71,326,397,Sedang,Malam/Dini Hari
13602,2012-07-25,Fall,1,7,22,0,3,Working Day,1,0.7,0.6515,0.58,0.1343,55,223,278,Sedang,Malam/Dini Hari
13603,2012-07-25,Fall,1,7,23,0,3,Working Day,1,0.68,0.6364,0.57,0.2985,52,187,239,Sedang,Malam/Dini Hari
13604,2012-07-26,Fall,1,7,0,0,4,Working Day,1,0.66,0.6212,0.65,0.194,27,65,92,Sedang,Malam/Dini Hari
13605,2012-07-26,Fall,1,7,1,0,4,Working Day,1,0.66,0.6212,0.65,0.2239,6,23,29,Sedang,Malam/Dini Hari
13606,2012-07-26,Fall,1,7,2,0,4,Working Day,1,0.66,0.6212,0.69,0.2537,5,16,21,Sedang,Malam/Dini Hari
13607,2012-07-26,Fall,1,7,3,0,4,Working Day,1,0.66,0.6212,0.69,0.2239,0,8,8,Sedang,Malam/Dini Hari
13608,2012-07-26,Fall,1,7,4,0,4,Working Day,1,0.66,0.6212,0.74,0.194,0,4,4,Sedang,Malam/Dini Hari
13609,2012-07-26,Fall,1,7,5,0,4,Working Day,1,0.66,0.6212,0.74,0.194,2,40,42,Sedang,Pagi (Berangkat)
13610,2012-07-26,Fall,1,7,6,0,4,Working Day,1,0.66,0.6061,0.78,0.2537,16,165,181,Sedang,Pagi (Berangkat)
13611,2012-07-26,Fall,1,7,7,0,4,Working Day,1,0.7,0.6667,0.74,0.2537,17,478,495,Sedang,Pagi (Berangkat)
13612,2012-07-26,Fall,1,7,8,0,4,Working Day,2,0.7,0.6667,0.74,0.2537,49,680,729,Sedang,Pagi (Berangkat)
13613,2012-07-26,Fall,1,7,9,0,4,Working Day,2,0.72,0.6818,0.7,0.1343,55,289,344,Sedang,Pagi (Berangkat)
13614,2012-07-26,Fall,1,7,10,0,4,Working Day,1,0.74,0.697,0.7,0.2239,79,143,222,Sedang,Siang (Rekreasi)
13615,2012-07-26,Fall,1,7,11,0,4,Working Day,1,0.8,0.803,0.66,0.2239,69,143,212,Sedang,Siang (Rekreasi)
13616,2012-07-26,Fall,1,7,12,0,4,Working Day,1,0.84,0.8182,0.56,0.2537,73,206,279,Sedang,Siang (Rekreasi)
13617,2012-07-26,Fall,1,7,13,0,4,Working Day,1,0.86,0.8333,0.53,0.2985,53,189,242,Sedang,Siang (Rekreasi)
13618,2012-07-26,Fall,1,7,14,0,4,Working Day,1,0.9,0.8788,0.47,0.2537,62,151,213,Sedang,Siang (Rekreasi)
13619,2012-07-26,Fall,1,7,15,0,4,Working Day,1,0.92,0.8939,0.42,0.2985,65,173,238,Sedang,Siang (Rekreasi)
13620,2012-07-26,Fall,1,7,16,0,4,Working Day,1,0.94,0.8788,0.38,0.3881,62,312,374,Tinggi,Sore (Pulang)
13621,2012-07-26,Fall,1,7,17,0,4,Working Day,1,0.9,0.8636,0.45,0.4179,110,628,738,Tinggi,Sore (Pulang)
13622,2012-07-26,Fall,1,7,18,0,4,Working Day,1,0.92,0.8788,0.4,0.3582,73,615,688,Tinggi,Sore (Pulang)
13623,2012-07-26,Fall,1,7,19,0,4,Working Day,1,0.9,0.8636,0.45,0.3284,80,534,614,Tinggi,Sore (Pulang)
13624,2012-07-26,Fall,1,7,20,0,4,Working Day,1,0.86,0.8182,0.5,0.2537,47,399,446,Sedang,Malam/Dini Hari
13625,2012-07-26,Fall,1,7,21,0,4,Working Day,1,0.8,0.7424,0.49,0.6119,35,236,271,Ekstrem,Malam/Dini Hari
13626,2012-07-26,Fall,1,7,22,0,4,Working Day,1,0.8,0.7424,0.49,0.6119,33,201,234,Ekstrem,Malam/Dini Hari
13627,2012-07-26,Fall,1,7,23,0,4,Working Day,1,0.72,0.6818,0.7,0.1343,18,127,145,Sedang,Malam/Dini Hari
13628,2012-07-27,Fall,1,7,0,0,5,Working Day,1,0.72,0.6818,0.7,0.0,14,83,97,,Malam/Dini Hari
13629,2012-07-27,Fall,1,7,1,0,5,Working Day,1,0.72,0.6818,0.7,0.1045,12,42,54,Sedang,Malam/Dini Hari
13630,2012-07-27,Fall,1,7,2,0,5,Working Day,1,0.7,0.6667,0.79,0.1343,8,18,26,Sedang,Malam/Dini Hari
13631,2012-07-27,Fall,1,7,3,0,5,Working Day,1,0.7,0.6667,0.74,0.1642,3,9,12,Sedang,Malam/Dini Hari
13632,2012-07-27,Fall,1,7,4,0,5,Working Day,1,0.7,0.6667,0.79,0.0,3,5,8,,Malam/Dini Hari
13633,2012-07-27,Fall,1,7,5,0,5,Working Day,1,0.7,0.6667,0.84,0.0,3,34,37,,Pagi (Berangkat)
13634,2012-07-27,Fall,1,7,6,0,5,Working Day,1,0.7,0.6667,0.79,0.0,10,129,139,,Pagi (Berangkat)
13635,2012-07-27,Fall,1,7,7,0,5,Working Day,1,0.72,0.6818,0.7,0.194,13,397,410,Sedang,Pagi (Berangkat)
13636,2012-07-27,Fall,1,7,8,0,5,Working Day,1,0.76,0.7273,0.66,0.0896,34,642,676,Rendah,Pagi (Berangkat)
13637,2012-07-27,Fall,1,7,9,0,5,Working Day,1,0.82,0.7727,0.49,0.2836,34,329,363,Sedang,Pagi (Berangkat)
13638,2012-07-27,Fall,1,7,10,0,5,Working Day,1,0.84,0.7727,0.47,0.0,85,146,231,,Siang (Rekreasi)
13639,2012-07-27,Fall,1,7,11,0,5,Working Day,1,0.84,0.7727,0.47,0.3284,67,184,251,Tinggi,Siang (Rekreasi)
13640,2012-07-27,Fall,1,7,12,0,5,Working Day,1,0.84,0.7879,0.49,0.3582,92,207,299,Tinggi,Siang (Rekreasi)
13641,2012-07-27,Fall,1,7,13,0,5,Working Day,1,0.84,0.7727,0.47,0.2836,83,231,314,Sedang,Siang (Rekreasi)
13642,2012-07-27,Fall,1,7,14,0,5,Working Day,1,0.86,0.803,0.47,0.2985,105,221,326,Sedang,Siang (Rekreasi)
13643,2012-07-27,Fall,1,7,15,0,5,Working Day,1,0.86,0.7879,0.41,0.2239,81,242,323,Sedang,Siang (Rekreasi)
13644,2012-07-27,Fall,1,7,16,0,5,Working Day,1,0.84,0.7727,0.47,0.2239,80,419,499,Sedang,Sore (Pulang)
13645,2012-07-27,Fall,1,7,17,0,5,Working Day,1,0.86,0.7879,0.41,0.2836,101,598,699,Sedang,Sore (Pulang)
13646,2012-07-27,Fall,1,7,18,0,5,Working Day,1,0.82,0.7576,0.46,0.1642,100,522,622,Sedang,Sore (Pulang)
13647,2012-07-27,Fall,1,7,19,0,5,Working Day,1,0.82,0.7727,0.52,0.194,93,423,516,Sedang,Sore (Pulang)
13648,2012-07-27,Fall,1,7,20,0,5,Working Day,1,0.78,0.7424,0.59,0.1045,85,269,354,Sedang,Malam/Dini Hari
13649,2012-07-27,Fall,1,7,21,0,5,Working Day,1,0.78,0.7424,0.59,0.1045,71,189,260,Sedang,Malam/Dini Hari
13650,2012-07-27,Fall,1,7,22,0,5,Working Day,1,0.78,0.7424,0.59,0.1343,48,151,199,Sedang,Malam/Dini Hari
13651,2012-07-27,Fall,1,7,23,0,5,Working Day,1,0.76,0.7273,0.66,0.0,34,155,189,,Malam/Dini Hari
13652,2012-07-28,Fall,1,7,0,0,6,Weekend/Holiday,1,0.74,0.6818,0.62,0.1343,21,170,191,Sedang,Malam/Dini Hari
13653,2012-07-28,Fall,1,7,1,0,6,Weekend/Holiday,1,0.72,0.6818,0.7,0.0896,11,69,80,Rendah,Malam/Dini Hari
13654,2012-07-28,Fall,1,7,2,0,6,Weekend/Holiday,1,0.72,0.6818,0.7,0.0,14,76,90,,Malam/Dini Hari
13655,2012-07-28,Fall,1,7,3,0,6,Weekend/Holiday,1,0.72,0.6818,0.7,0.0,10,33,43,,Malam/Dini Hari
13656,2012-07-28,Fall,1,7,4,0,6,Weekend/Holiday,1,0.7,0.6667,0.79,0.194,1,10,11,Sedang,Malam/Dini Hari
13657,2012-07-28,Fall,1,7,5,0,6,Weekend/Holiday,1,0.68,0.6364,0.79,0.1642,4,10,14,Sedang,Pagi (Berangkat)
13658,2012-07-28,Fall,1,7,6,0,6,Weekend/Holiday,1,0.7,0.6515,0.7,0.1045,10,40,50,Sedang,Pagi (Berangkat)
13659,2012-07-28,Fall,1,7,7,0,6,Weekend/Holiday,1,0.72,0.6818,0.7,0.1343,18,58,76,Sedang,Pagi (Berangkat)
13660,2012-07-28,Fall,1,7,8,0,6,Weekend/Holiday,1,0.74,0.697,0.66,0.1642,36,127,163,Sedang,Pagi (Berangkat)
13661,2012-07-28,Fall,1,7,9,0,6,Weekend/Holiday,1,0.78,0.7424,0.59,0.1045,110,227,337,Sedang,Pagi (Berangkat)
13662,2012-07-28,Fall,1,7,10,0,6,Weekend/Holiday,1,0.82,0.7727,0.52,0.2239,129,266,395,Sedang,Siang (Rekreasi)
13663,2012-07-28,Fall,1,7,11,0,6,Weekend/Holiday,1,0.84,0.7424,0.39,0.2239,162,295,457,Sedang,Siang (Rekreasi)
13664,2012-07-28,Fall,1,7,12,0,6,Weekend/Holiday,1,0.84,0.7576,0.41,0.2239,157,330,487,Sedang,Siang (Rekreasi)
13665,2012-07-28,Fall,1,7,13,0,6,Weekend/Holiday,1,0.86,0.7879,0.41,0.2836,173,325,498,Sedang,Siang (Rekreasi)
13666,2012-07-28,Fall,1,7,14,0,6,Weekend/Holiday,1,0.86,0.7727,0.39,0.2537,186,308,494,Sedang,Siang (Rekreasi)
13667,2012-07-28,Fall,1,7,15,0,6,Weekend/Holiday,1,0.88,0.7727,0.32,0.2836,206,291,497,Sedang,Siang (Rekreasi)
13668,2012-07-28,Fall,1,7,16,0,6,Weekend/Holiday,1,0.86,0.7727,0.39,0.2239,208,279,487,Sedang,Sore (Pulang)
13669,2012-07-28,Fall,1,7,17,0,6,Weekend/Holiday,1,0.82,0.7576,0.46,0.194,199,280,479,Sedang,Sore (Pulang)
13670,2012-07-28,Fall,1,7,18,0,6,Weekend/Holiday,1,0.82,0.7424,0.43,0.2836,151,330,481,Sedang,Sore (Pulang)
13671,2012-07-28,Fall,1,7,19,0,6,Weekend/Holiday,1,0.68,0.6364,0.83,0.0,115,223,338,,Sore (Pulang)
13672,2012-07-28,Fall,1,7,20,0,6,Weekend/Holiday,1,0.66,0.6061,0.83,0.2239,79,154,233,Sedang,Malam/Dini Hari
13673,2012-07-28,Fall,1,7,21,0,6,Weekend/Holiday,1,0.66,0.6061,0.78,0.0896,94,206,300,Rendah,Malam/Dini Hari
13674,2012-07-28,Fall,1,7,22,0,6,Weekend/Holiday,1,0.66,0.6061,0.78,0.0896,88,188,276,Rendah,Malam/Dini Hari
13675,2012-07-28,Fall,1,7,23,0,6,Weekend/Holiday,1,0.66,0.6061,0.83,0.0896,52,156,208,Rendah,Malam/Dini Hari
13676,2012-07-29,Fall,1,7,0,0,0,Weekend/Holiday,1,0.66,0.5909,0.89,0.1343,59,129,188,Sedang,Malam/Dini Hari
13677,2012-07-29,Fall,1,7,1,0,0,Weekend/Holiday,1,0.66,0.6061,0.83,0.1045,49,109,158,Sedang,Malam/Dini Hari
13678,2012-07-29,Fall,1,7,2,0,0,Weekend/Holiday,1,0.66,0.6212,0.74,0.1343,33,79,112,Sedang,Malam/Dini Hari
13679,2012-07-29,Fall,1,7,3,0,0,Weekend/Holiday,1,0.66,0.6212,0.69,0.2239,18,37,55,Sedang,Malam/Dini Hari
13680,2012-07-29,Fall,1,7,4,0,0,Weekend/Holiday,1,0.64,0.6061,0.69,0.194,2,11,13,Sedang,Malam/Dini Hari
13681,2012-07-29,Fall,1,7,5,0,0,Weekend/Holiday,1,0.62,0.5909,0.78,0.194,3,14,17,Sedang,Pagi (Berangkat)
13682,2012-07-29,Fall,1,7,6,0,0,Weekend/Holiday,1,0.64,0.6061,0.73,0.1642,6,12,18,Sedang,Pagi (Berangkat)
13683,2012-07-29,Fall,1,7,7,0,0,Weekend/Holiday,1,0.66,0.6212,0.69,0.2537,4,36,40,Sedang,Pagi (Berangkat)
13684,2012-07-29,Fall,1,7,8,0,0,Weekend/Holiday,1,0.7,0.6515,0.65,0.2239,37,90,127,Sedang,Pagi (Berangkat)
13685,2012-07-29,Fall,1,7,9,0,0,Weekend/Holiday,1,0.72,0.6818,0.62,0.2537,64,162,226,Sedang,Pagi (Berangkat)
13686,2012-07-29,Fall,1,7,10,0,0,Weekend/Holiday,1,0.74,0.6818,0.62,0.0,123,258,381,,Siang (Rekreasi)
13687,2012-07-29,Fall,1,7,11,0,0,Weekend/Holiday,1,0.76,0.697,0.55,0.2239,183,326,509,Sedang,Siang (Rekreasi)
13688,2012-07-29,Fall,1,7,12,0,0,Weekend/Holiday,1,0.76,0.697,0.55,0.3284,154,357,511,Tinggi,Siang (Rekreasi)
13689,2012-07-29,Fall,1,7,13,0,0,Weekend/Holiday,1,0.8,0.7424,0.49,0.2239,181,302,483,Sedang,Siang (Rekreasi)
13690,2012-07-29,Fall,1,7,14,0,0,Weekend/Holiday,1,0.8,0.7273,0.46,0.194,231,291,522,Sedang,Siang (Rekreasi)
13691,2012-07-29,Fall,1,7,15,0,0,Weekend/Holiday,1,0.8,0.7273,0.43,0.1343,195,306,501,Sedang,Siang (Rekreasi)
13692,2012-07-29,Fall,1,7,16,0,0,Weekend/Holiday,1,0.8,0.7273,0.43,0.1343,191,330,521,Sedang,Sore (Pulang)
13693,2012-07-29,Fall,1,7,17,0,0,Weekend/Holiday,1,0.82,0.7424,0.41,0.1642,164,367,531,Sedang,Sore (Pulang)
13694,2012-07-29,Fall,1,7,18,0,0,Weekend/Holiday,1,0.8,0.7121,0.41,0.2985,117,302,419,Sedang,Sore (Pulang)
13695,2012-07-29,Fall,1,7,19,0,0,Weekend/Holiday,1,0.76,0.697,0.55,0.1642,143,300,443,Sedang,Sore (Pulang)
13696,2012-07-29,Fall,1,7,20,0,0,Weekend/Holiday,1,0.74,0.697,0.66,0.1045,75,228,303,Sedang,Malam/Dini Hari
13697,2012-07-29,Fall,1,7,21,0,0,Weekend/Holiday,1,0.72,0.6818,0.7,0.1343,72,199,271,Sedang,Malam/Dini Hari
13698,2012-07-29,Fall,1,7,22,0,0,Weekend/Holiday,1,0.7,0.6515,0.7,0.1045,31,117,148,Sedang,Malam/Dini Hari
13699,2012-07-29,Fall,1,7,23,0,0,Weekend/Holiday,1,0.7,0.6515,0.7,0.0,18,82,100,,Malam/Dini Hari
13700,2012-07-30,Fall,1,7,0,0,1,Working Day,1,0.7,0.6667,0.74,0.0896,12,46,58,Rendah,Malam/Dini Hari
13701,2012-07-30,Fall,1,7,1,0,1,Working Day,1,0.7,0.6667,0.74,0.0,4,15,19,,Malam/Dini Hari
13702,2012-07-30,Fall,1,7,2,0,1,Working Day,1,0.68,0.6364,0.74,0.0,2,6,8,,Malam/Dini Hari
13703,2012-07-30,Fall,1,7,3,0,1,Working Day,1,0.66,0.6061,0.83,0.0,0,3,3,,Malam/Dini Hari
13704,2012-07-30,Fall,1,7,4,0,1,Working Day,1,0.66,0.6061,0.83,0.0,0,5,5,,Malam/Dini Hari
13705,2012-07-30,Fall,1,7,5,0,1,Working Day,1,0.66,0.6061,0.83,0.1045,4,43,47,Sedang,Pagi (Berangkat)
13706,2012-07-30,Fall,1,7,6,0,1,Working Day,1,0.66,0.6061,0.83,0.1642,6,155,161,Sedang,Pagi (Berangkat)
13707,2012-07-30,Fall,1,7,7,0,1,Working Day,1,0.7,0.6667,0.79,0.0896,14,455,469,Rendah,Pagi (Berangkat)
13708,2012-07-30,Fall,1,7,8,0,1,Working Day,2,0.72,0.697,0.74,0.1045,31,720,751,Sedang,Pagi (Berangkat)
13709,2012-07-30,Fall,1,7,9,0,1,Working Day,2,0.74,0.697,0.7,0.0,34,259,293,,Pagi (Berangkat)
13710,2012-07-30,Fall,1,7,10,0,1,Working Day,2,0.74,0.697,0.66,0.2239,54,135,189,Sedang,Siang (Rekreasi)
13711,2012-07-30,Fall,1,7,11,0,1,Working Day,2,0.78,0.7273,0.55,0.1343,69,146,215,Sedang,Siang (Rekreasi)
13712,2012-07-30,Fall,1,7,12,0,1,Working Day,2,0.76,0.7121,0.58,0.1045,77,201,278,Sedang,Siang (Rekreasi)
13713,2012-07-30,Fall,1,7,13,0,1,Working Day,1,0.8,0.7424,0.49,0.1642,57,169,226,Sedang,Siang (Rekreasi)
13714,2012-07-30,Fall,1,7,14,0,1,Working Day,1,0.8,0.7424,0.49,0.2239,87,167,254,Sedang,Siang (Rekreasi)
13715,2012-07-30,Fall,1,7,15,0,1,Working Day,1,0.8,0.7424,0.49,0.2537,51,185,236,Sedang,Siang (Rekreasi)
13716,2012-07-30,Fall,1,7,16,0,1,Working Day,1,0.8,0.7424,0.49,0.2836,88,337,425,Sedang,Sore (Pulang)
13717,2012-07-30,Fall,1,7,17,0,1,Working Day,1,0.76,0.697,0.55,0.3284,62,765,827,Tinggi,Sore (Pulang)
13718,2012-07-30,Fall,1,7,18,0,1,Working Day,1,0.76,0.7121,0.58,0.4179,77,735,812,Tinggi,Sore (Pulang)
13719,2012-07-30,Fall,1,7,19,0,1,Working Day,1,0.82,0.7727,0.52,0.1642,81,584,665,Sedang,Sore (Pulang)
13720,2012-07-30,Fall,1,7,20,0,1,Working Day,1,0.72,0.6818,0.7,0.2239,78,384,462,Sedang,Malam/Dini Hari
13721,2012-07-30,Fall,1,7,21,0,1,Working Day,1,0.72,0.6818,0.7,0.194,71,251,322,Sedang,Malam/Dini Hari
13722,2012-07-30,Fall,1,7,22,0,1,Working Day,2,0.7,0.6667,0.74,0.2239,47,183,230,Sedang,Malam/Dini Hari
