instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp,hum_hour,windspeed_hour,casual,registered,cnt,waktu_hari,windspeed_day,temp_day,hum_day
15095,2012-09-26,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,4,6,10,Malam/Dini Hari,0.2444,0.635,0.630833
15096,2012-09-26,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14,Malam/Dini Hari,0.2444,0.635,0.630833
15097,2012-09-26,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,1,35,36,Pagi (Berangkat),0.2444,0.635,0.630833
15098,2012-09-26,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,3,179,182,Pagi (Berangkat),0.2444,0.635,0.630833
15099,2012-09-26,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,9,523,532,Pagi (Berangkat),0.2444,0.635,0.630833
15100,2012-09-26,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838,Pagi (Berangkat),0.2444,0.635,0.630833
15101,2012-09-26,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,27,307,334,Pagi (Berangkat),0.2444,0.635,0.630833
15102,2012-09-26,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156,185,Siang (Rekreasi),0.2444,0.635,0.630833
15103,2012-09-26,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181,227,Siang (Rekreasi),0.2444,0.635,0.630833
15104,2012-09-26,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316,Siang (Rekreasi),0.2444,0.635,0.630833
15105,2012-09-26,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,67,273,340,Siang (Rekreasi),0.2444,0.635,0.630833
15106,2012-09-26,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277,Siang (Rekreasi),0.2444,0.635,0.630833
15107,2012-09-26,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,69,231,300,Siang (Rekreasi),0.2444,0.635,0.630833
15108,2012-09-26,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,71,397,468,Sore (Pulang),0.2444,0.635,0.630833
15109,2012-09-26,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876,953,Sore (Pulang),0.2444,0.635,0.630833
15110,2012-09-26,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884,Sore (Pulang),0.2444,0.635,0.630833
15111,2012-09-26,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,38,589,627,Sore (Pulang),0.2444,0.635,0.630833
15112,2012-09-26,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434,Malam/Dini Hari,0.2444,0.635,0.630833
15113,2012-09-26,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360,Malam/Dini Hari,0.2444,0.635,0.630833
15114,2012-09-26,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215,Malam/Dini Hari,0.2444,0.635,0.630833
15115,2012-09-26,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115,Malam/Dini Hari,0.2444,0.635,0.630833
15116,2012-09-27,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65,Malam/Dini Hari,0.134342,0.65,0.690833
15117,2012-09-27,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21,Malam/Dini Hari,0.134342,0.65,0.690833
15118,2012-09-27,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16,Malam/Dini Hari,0.134342,0.65,0.690833
15119,2012-09-27,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0,0,7,7,Malam/Dini Hari,0.134342,0.65,0.690833
15120,2012-09-27,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8,Malam/Dini Hari,0.134342,0.65,0.690833
15121,2012-09-27,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0,2,64,66,Pagi (Berangkat),0.134342,0.65,0.690833
15122,2012-09-27,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169,Pagi (Berangkat),0.134342,0.65,0.690833
15123,2012-09-27,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,12,546,558,Pagi (Berangkat),0.134342,0.65,0.690833
15124,2012-09-27,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794,Pagi (Berangkat),0.134342,0.65,0.690833
15125,2012-09-27,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,30,305,335,Pagi (Berangkat),0.134342,0.65,0.690833
15126,2012-09-27,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208,Siang (Rekreasi),0.134342,0.65,0.690833
15127,2012-09-27,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294,Siang (Rekreasi),0.134342,0.65,0.690833
15128,2012-09-27,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335,Siang (Rekreasi),0.134342,0.65,0.690833
15129,2012-09-27,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,61,265,326,Siang (Rekreasi),0.134342,0.65,0.690833
15130,2012-09-27,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258,Siang (Rekreasi),0.134342,0.65,0.690833
15131,2012-09-27,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296,Siang (Rekreasi),0.134342,0.65,0.690833
15132,2012-09-27,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472,Sore (Pulang),0.134342,0.65,0.690833
15133,2012-09-27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905,Sore (Pulang),0.134342,0.65,0.690833
15134,2012-09-27,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899,Sore (Pulang),0.134342,0.65,0.690833
15135,2012-09-27,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559,Sore (Pulang),0.134342,0.65,0.690833
15136,2012-09-27,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457,Malam/Dini Hari,0.134342,0.65,0.690833
15137,2012-09-27,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253,Malam/Dini Hari,0.134342,0.65,0.690833
15138,2012-09-27,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47,Malam/Dini Hari,0.134342,0.65,0.690833
15139,2012-09-27,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45,Malam/Dini Hari,0.134342,0.65,0.690833
15140,2012-09-28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,Malam/Dini Hari,0.164179,0.619167,0.69
15141,2012-09-28,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0,13,13,Malam/Dini Hari,0.164179,0.619167,0.69
15142,2012-09-28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10,Malam/Dini Hari,0.164179,0.619167,0.69
15143,2012-09-28,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7,Malam/Dini Hari,0.164179,0.619167,0.69
15144,2012-09-28,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12,Malam/Dini Hari,0.164179,0.619167,0.69
15145,2012-09-28,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,1,37,38,Pagi (Berangkat),0.164179,0.619167,0.69
15146,2012-09-28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138,Pagi (Berangkat),0.164179,0.619167,0.69
15147,2012-09-28,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,10,384,394,Pagi (Berangkat),0.164179,0.619167,0.69
15148,2012-09-28,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705,Pagi (Berangkat),0.164179,0.619167,0.69
15149,2012-09-28,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426,Pagi (Berangkat),0.164179,0.619167,0.69
15150,2012-09-28,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245,Siang (Rekreasi),0.164179,0.619167,0.69
15151,2012-09-28,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,109,252,361,Siang (Rekreasi),0.164179,0.619167,0.69
15152,2012-09-28,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380,Siang (Rekreasi),0.164179,0.619167,0.69
15153,2012-09-28,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410,Siang (Rekreasi),0.164179,0.619167,0.69
15154,2012-09-28,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399,Siang (Rekreasi),0.164179,0.619167,0.69
15155,2012-09-28,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392,Siang (Rekreasi),0.164179,0.619167,0.69
15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502,Sore (Pulang),0.164179,0.619167,0.69
15157,2012-09-28,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808,Sore (Pulang),0.164179,0.619167,0.69
15158,2012-09-28,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667,Sore (Pulang),0.164179,0.619167,0.69
15159,2012-09-28,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508,Sore (Pulang),0.164179,0.619167,0.69
15160,2012-09-28,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336,Malam/Dini Hari,0.164179,0.619167,0.69
15161,2012-09-28,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237,Malam/Dini Hari,0.164179,0.619167,0.69
15162,2012-09-28,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220,Malam/Dini Hari,0.164179,0.619167,0.69
15163,2012-09-28,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190,Malam/Dini Hari,0.164179,0.619167,0.69
15164,2012-09-29,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149,Malam/Dini Hari,0.227604,0.5425,0.542917
15165,2012-09-29,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101,Malam/Dini Hari,0.227604,0.5425,0.542917
15166,2012-09-29,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92,Malam/Dini Hari,0.227604,0.5425,0.542917
15167,2012-09-29,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29,Malam/Dini Hari,0.227604,0.5425,0.542917
15168,2012-09-29,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14,Malam/Dini Hari,0.227604,0.5425,0.542917
15169,2012-09-29,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15,Pagi (Berangkat),0.227604,0.5425,0.542917
15170,2012-09-29,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37,Pagi (Berangkat),0.227604,0.5425,0.542917
15171,2012-09-29,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73,Pagi (Berangkat),0.227604,0.5425,0.542917
15172,2012-09-29,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211,Pagi (Berangkat),0.227604,0.5425,0.542917
15173,2012-09-29,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332,Pagi (Berangkat),0.227604,0.5425,0.542917
15174,2012-09-29,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472,Siang (Rekreasi),0.227604,0.5425,0.542917
15175,2012-09-29,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663,Siang (Rekreasi),0.227604,0.5425,0.542917
15176,2012-09-29,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682,Siang (Rekreasi),0.227604,0.5425,0.542917
15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686,Siang (Rekreasi),0.227604,0.5425,0.542917
15178,2012-09-29,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750,Siang (Rekreasi),0.227604,0.5425,0.542917
15179,2012-09-29,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727,Siang (Rekreasi),0.227604,0.5425,0.542917
15180,2012-09-29,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722,Sore (Pulang),0.227604,0.5425,0.542917
15181,2012-09-29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712,Sore (Pulang),0.227604,0.5425,0.542917
15182,2012-09-29,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594,Sore (Pulang),0.227604,0.5425,0.542917
15183,2012-09-29,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470,Sore (Pulang),0.227604,0.5425,0.542917
15184,2012-09-29,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315,Malam/Dini Hari,0.227604,0.5425,0.542917
15185,2012-09-29,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292,Malam/Dini Hari,0.227604,0.5425,0.542917
15186,2012-09-29,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221,Malam/Dini Hari,0.227604,0.5425,0.542917
15187,2012-09-29,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196,Malam/Dini Hari,0.227604,0.5425,0.542917
15188,2012-09-30,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147,Malam/Dini Hari,0.134958,0.526667,0.583333
15189,2012-09-30,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116,Malam/Dini Hari,0.134958,0.526667,0.583333
15190,2012-09-30,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92,Malam/Dini Hari,0.134958,0.526667,0.583333
15191,2012-09-30,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58,Malam/Dini Hari,0.134958,0.526667,0.583333
15192,2012-09-30,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7,Malam/Dini Hari,0.134958,0.526667,0.583333
15193,2012-09-30,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10,Pagi (Berangkat),0.134958,0.526667,0.583333
15194,2012-09-30,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22,Pagi (Berangkat),0.134958,0.526667,0.583333
15195,2012-09-30,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57,Pagi (Berangkat),0.134958,0.526667,0.583333
15196,2012-09-30,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144,Pagi (Berangkat),0.134958,0.526667,0.583333
15197,2012-09-30,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285,Pagi (Berangkat),0.134958,0.526667,0.583333
15198,2012-09-30,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479,Siang (Rekreasi),0.134958,0.526667,0.583333
15199,2012-09-30,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591,Siang (Rekreasi),0.134958,0.526667,0.583333
15200,2012-09-30,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680,Siang (Rekreasi),0.134958,0.526667,0.583333
15201,2012-09-30,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594,Siang (Rekreasi),0.134958,0.526667,0.583333
15202,2012-09-30,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612,Siang (Rekreasi),0.134958,0.526667,0.583333
15203,2012-09-30,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649,Siang (Rekreasi),0.134958,0.526667,0.583333
15204,2012-09-30,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648,Sore (Pulang),0.134958,0.526667,0.583333
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,Sore (Pulang),0.134958,0.526667,0.583333
15206,2012-09-30,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,Sore (Pulang),0.134958,0.526667,0.583333
15207,2012-09-30,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257,Sore (Pulang),0.134958,0.526667,0.583333
15208,2012-09-30,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194,Malam/Dini Hari,0.134958,0.526667,0.583333
15209,2012-09-30,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123,Malam/Dini Hari,0.134958,0.526667,0.583333
15210,2012-09-30,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91,Malam/Dini Hari,0.134958,0.526667,0.583333
15211,2012-09-30,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,Malam/Dini Hari,0.134958,0.526667,0.583333
15212,2012-10-01,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45,Malam/Dini Hari,0.0908042,0.520833,0.649167
15213,2012-10-01,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18,Malam/Dini Hari,0.0908042,0.520833,0.649167
15214,2012-10-01,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12,Malam/Dini Hari,0.0908042,0.520833,0.649167
15215,2012-10-01,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,6,7,Malam/Dini Hari,0.0908042,0.520833,0.649167
15216,2012-10-01,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10,Malam/Dini Hari,0.0908042,0.520833,0.649167
15217,2012-10-01,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,2,34,36,Pagi (Berangkat),0.0908042,0.520833,0.649167
15218,2012-10-01,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155,Pagi (Berangkat),0.0908042,0.520833,0.649167
15219,2012-10-01,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483,Pagi (Berangkat),0.0908042,0.520833,0.649167
15220,2012-10-01,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784,Pagi (Berangkat),0.0908042,0.520833,0.649167
15221,2012-10-01,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0,26,314,340,Pagi (Berangkat),0.0908042,0.520833,0.649167
15222,2012-10-01,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,44,135,179,Siang (Rekreasi),0.0908042,0.520833,0.649167
15223,2012-10-01,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,76,196,272,Siang (Rekreasi),0.0908042,0.520833,0.649167
15224,2012-10-01,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323,Siang (Rekreasi),0.0908042,0.520833,0.649167
15225,2012-10-01,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305,Siang (Rekreasi),0.0908042,0.520833,0.649167
15226,2012-10-01,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244,Siang (Rekreasi),0.0908042,0.520833,0.649167
15227,2012-10-01,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329,Siang (Rekreasi),0.0908042,0.520833,0.649167
15228,2012-10-01,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459,Sore (Pulang),0.0908042,0.520833,0.649167
15229,2012-10-01,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856,Sore (Pulang),0.0908042,0.520833,0.649167
15230,2012-10-01,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613,Sore (Pulang),0.0908042,0.520833,0.649167
15231,2012-10-01,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516,Sore (Pulang),0.0908042,0.520833,0.649167
15232,2012-10-01,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,11,251,262,Malam/Dini Hari,0.0908042,0.520833,0.649167
15233,2012-10-01,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218,Malam/Dini Hari,0.0908042,0.520833,0.649167
15234,2012-10-01,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,Malam/Dini Hari,0.0908042,0.520833,0.649167
15235,2012-10-01,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,17,88,105,Malam/Dini Hari,0.0908042,0.520833,0.649167
15236,2012-10-02,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,1,30,31,Malam/Dini Hari,0.104475,0.590833,0.871667
15237,2012-10-02,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0,11,11,Malam/Dini Hari,0.104475,0.590833,0.871667
15238,2012-10-02,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2,Malam/Dini Hari,0.104475,0.590833,0.871667
15239,2012-10-02,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,1,4,5,Malam/Dini Hari,0.104475,0.590833,0.871667
15240,2012-10-02,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,8,10,Malam/Dini Hari,0.104475,0.590833,0.871667
15241,2012-10-02,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43,Pagi (Berangkat),0.104475,0.590833,0.871667
15242,2012-10-02,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179,Pagi (Berangkat),0.104475,0.590833,0.871667
15243,2012-10-02,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260,Pagi (Berangkat),0.104475,0.590833,0.871667
15244,2012-10-02,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,6,128,134,Pagi (Berangkat),0.104475,0.590833,0.871667
15245,2012-10-02,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86,Pagi (Berangkat),0.104475,0.590833,0.871667
15246,2012-10-02,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,3,42,45,Siang (Rekreasi),0.104475,0.590833,0.871667
15247,2012-10-02,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,7,92,99,Siang (Rekreasi),0.104475,0.590833,0.871667
15248,2012-10-02,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,6,98,104,Siang (Rekreasi),0.104475,0.590833,0.871667
15249,2012-10-02,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,6,148,154,Siang (Rekreasi),0.104475,0.590833,0.871667
15250,2012-10-02,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,16,147,163,Siang (Rekreasi),0.104475,0.590833,0.871667
15251,2012-10-02,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,14,195,209,Siang (Rekreasi),0.104475,0.590833,0.871667
15252,2012-10-02,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,46,328,374,Sore (Pulang),0.104475,0.590833,0.871667
15253,2012-10-02,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,38,677,715,Sore (Pulang),0.104475,0.590833,0.871667
15254,2012-10-02,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,48,639,687,Sore (Pulang),0.104475,0.590833,0.871667
15255,2012-10-02,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,27,368,395,Sore (Pulang),0.104475,0.590833,0.871667
15256,2012-10-02,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,20,286,306,Malam/Dini Hari,0.104475,0.590833,0.871667
15257,2012-10-02,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,24,265,289,Malam/Dini Hari,0.104475,0.590833,0.871667
15258,2012-10-02,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,28,212,240,Malam/Dini Hari,0.104475,0.590833,0.871667
15259,2012-10-02,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,11,87,98,Malam/Dini Hari,0.104475,0.590833,0.871667
15260,2012-10-03,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,5,47,52,Malam/Dini Hari,0.0665458,0.6575,0.79375
15261,2012-10-03,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,3,16,19,Malam/Dini Hari,0.0665458,0.6575,0.79375
15262,2012-10-03,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,2,7,9,Malam/Dini Hari,0.0665458,0.6575,0.79375
15263,2012-10-03,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,0,7,7,Malam/Dini Hari,0.0665458,0.6575,0.79375
15264,2012-10-03,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,2,9,11,Malam/Dini Hari,0.0665458,0.6575,0.79375
15265,2012-10-03,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,2,32,34,Pagi (Berangkat),0.0665458,0.6575,0.79375
15266,2012-10-03,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,4,173,177,Pagi (Berangkat),0.0665458,0.6575,0.79375
15267,2012-10-03,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,11,504,515,Pagi (Berangkat),0.0665458,0.6575,0.79375
15268,2012-10-03,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,28,781,809,Pagi (Berangkat),0.0665458,0.6575,0.79375
15269,2012-10-03,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,30,332,362,Pagi (Berangkat),0.0665458,0.6575,0.79375
15270,2012-10-03,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,29,146,175,Siang (Rekreasi),0.0665458,0.6575,0.79375
15271,2012-10-03,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,52,178,230,Siang (Rekreasi),0.0665458,0.6575,0.79375
15272,2012-10-03,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,69,289,358,Siang (Rekreasi),0.0665458,0.6575,0.79375
15273,2012-10-03,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,55,224,279,Siang (Rekreasi),0.0665458,0.6575,0.79375
15274,2012-10-03,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,56,195,251,Siang (Rekreasi),0.0665458,0.6575,0.79375
15275,2012-10-03,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,59,260,319,Siang (Rekreasi),0.0665458,0.6575,0.79375
15276,2012-10-03,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,42,436,478,Sore (Pulang),0.0665458,0.6575,0.79375
15277,2012-10-03,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,84,833,917,Sore (Pulang),0.0665458,0.6575,0.79375
15278,2012-10-03,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,54,756,810,Sore (Pulang),0.0665458,0.6575,0.79375
